date,post_id,thread_url,format,format_type,content_axis,post_goal,topic,hook,main_text,source_count,source_type,source_url,final_candidate_score,quality_score,post_slot,experiment_group,model,card_used,posted_at,views,likes,replies,chain_replies,own_replies,audience_replies,reposts,quotes,saves,profile_visits,follows_gained,notes
2026-06-30,18064338383713475,https://www.threads.net/@arxiv.ai/post/18064338383713475,tiny_source_case,tiny_source_case,official_update,share,method_understanding_gap,논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.,"논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.

""이 논문 정리해줘""라고만 시키면
방법론을 요약했지만 재현 가능한 단계로 설명하지 못한다.",1,official_feed,https://arxiv.org/abs/2606.28562,48,100,evening,daily_1800_kst,openrouter/free,false,2026-06-30T20:49:59+09:00,6860,12,3,3,0,0,5,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-01,18052772012771821,https://www.threads.net/@arxiv.ai/post/18052772012771821,tiny_source_case,tiny_source_case,official_update,share,citation_doubt,논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.,"논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.

""이 논문 정리해줘""라고만 시키면
AI가 붙인 citation이 claim을 실제로 받치는지 검증하기 어렵다.",1,official_feed,https://arxiv.org/abs/2606.30887,47,92,evening,daily_1800_kst,openrouter/free,false,2026-07-01T21:13:35+09:00,3010,1,3,3,0,0,1,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-01,17959092357137607,https://www.threads.net/@arxiv.ai/post/17959092357137607,research_checklist,research_checklist,official_update,save,claim_evidence_mapping,LLM 논문에서,"LLM 논문에서
""모델이 뭔가를 배웠다""는 문장을 봤는데
내가 그 근거를 실험으로 설명 못하면,

그건 이해가 아니라 성능 점수만 믿은 겁니다.

""perplexity가 낮아졌으니 능력이 생겼구나""
에서 멈추지 말고,

""그 능력을 어떤 실험이 직접 보여줬지?""
""저자의 claim보다 evidence가 좁지는 않나?""
까지 물어봐야 합니다.",1,official_feed,https://arxiv.org/abs/2606.30815,,,evening,manual_evening,manual_after_openrouter_429,false,2026-07-01T16:43:07+09:00,776,2,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-03,18067942508436415,https://www.threads.net/@arxiv.ai/post/18067942508436415,research_checklist,research_checklist,official_update,save,metric_framing_error_detection,"LLM 평가 논문에서 ""F1이 올랐다""는 문장을 봤는데","LLM 평가 논문에서 ""F1이 올랐다""는 문장을 봤는데
그 점수가 실제 오류 위치를 더 잘 찾았다는 뜻인지 설명 못하면,

그건 평가 이해가 아니라 검증 없이 숫자에 anchor된 독서입니다.

나쁜 요청: ""이 모델 F1이 올랐으니까 오류 탐지를 더 잘한다고 보면 돼?""

좋은 요청:
""F1 상승이 count 개선인지 span localization 개선인지 나눠줘.""
""prompt condition별로 성능이 어떻게 달라졌는지 비교해줘.""
""저자의 claim을 직접 지지하는 표와 실험만 연결해줘.""",1,official_feed,https://arxiv.org/abs/2607.01240,,,evening,manual_evening,manual_after_openrouter_429,false,2026-07-03T15:08:09+09:00,451,0,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-07,17955390969169414,https://www.threads.net/@arxiv.ai/post/17955390969169414,tiny_source_case,tiny_source_case,official_update,share,draft_without_argument,논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.,"논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.

""이 논문 정리해줘""라고만 시키면
초안 문장은 나왔지만 problem-gap-contribution 논리가 약하다.",1,official_feed,https://arxiv.org/abs/2607.02757,48,92,evening,daily_1800_kst,openrouter/free,false,2026-07-07T20:55:53+09:00,7244,19,3,3,0,0,6,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-08,18063022331493432,https://www.threads.net/@arxiv.ai/post/18063022331493432,tiny_source_case,tiny_source_case,official_update,share,literature_overload,논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.,"논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.

""이 논문 정리해줘""라고만 시키면
논문은 많지만 비교 기준이 없어 연구 흐름으로 정리하기 어렵다.",1,official_feed,https://arxiv.org/abs/2607.05554,52,92,evening,daily_1800_kst,openrouter/free,false,2026-07-08T20:10:11+09:00,3220,10,3,3,0,0,1,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-09,18103327255894485,https://www.threads.net/@arxiv.ai/post/18103327255894485,tiny_source_case,tiny_source_case,official_update,share,method_understanding_gap,논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.,"논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.

""이 논문 정리해줘""라고만 시키면
방법론을 요약했지만 재현 가능한 단계로 설명하지 못한다.",1,official_feed,https://arxiv.org/abs/2607.06974,49,92,evening,daily_1800_kst,openrouter/free,false,2026-07-09T21:10:20+09:00,7154,9,3,3,0,0,3,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-13,18137971330541008,https://www.threads.net/@arxiv.ai/post/18137971330541008,A,,,,research ai workflow,AI에게 method paper 초안을 검토시킬 때 “리뷰어처럼 봐줘”라고 하면 답이 너무 흐립니다.,"AI에게 method paper 초안을 검토시킬 때 “리뷰어처럼 봐줘”라고 하면 답이 너무 흐립니다.

나쁜 요청:
“리뷰어처럼 평가해줘.”

좋은 요청:
“핵심 claim 3개와 필요한 evidence를 분리해줘.”
“ICML 기준으로 soundness를 흔들 반례 질문을 써줘.”
“AC가 볼 때 치명적인 약점을 우선순위로 표시해줘.”
“표현 지적과 reject 근거가 될 구조적 약점을 나눠줘.”

AI reviewer는 점수 예측기가 아니라
제출 전 위험 위치를 찾는 도구입니다.",2,,https://icml.cc/Conferences/2026/ReviewerInstructions,,,,,,false,2026-07-13T23:28:33+09:00,8167,67,3,3,0,0,26,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-14,18167558416447270,https://www.threads.net/@arxiv.ai/post/18167558416447270,tiny_source_case,tiny_source_case,official_update,share,Agent role 분리와 작업 흐름 설계,논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.,"논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.

""이 논문 정리해줘""라고만 시키면
하나의 AI agent에게 읽기, 비교, 비판, 작성을 다 맡겨 결과가 흐려진다.",1,official_feed,https://arxiv.org/abs/2607.09908,44,100,evening,daily_1800_kst,openai/gpt-oss-120b,false,2026-07-14T19:53:24+09:00,7376,16,4,3,0,1,3,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-15,17936237262286440,https://www.threads.net/@arxiv.ai/post/17936237262286440,tiny_source_case,tiny_source_case,official_update,share,summary_verification_grid,"내가 claim, method, evidence, limitation을 설명 못하면, 그건 요약이 아니라 대리 독서입니다.","내가 claim, method, evidence, limitation을 설명 못하면, 그건 요약이 아니라 대리 독서입니다.",1,official_feed,https://arxiv.org/abs/2607.11944,47,100,evening,daily_1800_kst,openai/gpt-oss-120b,false,2026-07-15T19:57:27+09:00,2456,19,3,3,0,0,8,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-16,17897298516351496,https://www.threads.net/@arxiv.ai/post/17897298516351496,tiny_source_case,tiny_source_case,official_update,share,problem_gap_contribution_outline,논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.,"논문 작업을 AI에게 한 번에 맡기면 자주 생기는 문제가 있습니다.

""이 논문 정리해줘""라고만 시키면
초안 문장은 나왔지만 problem-gap-contribution 논리가 약하다.",1,official_feed,https://github.blog/ai-and-ml/github-copilot/better-tools-made-copilot-code-review-worse-heres-how-we-actually-improved-it/,55,100,evening,daily_1800_kst,openai/gpt-oss-120b,false,2026-07-16T20:07:32+09:00,5669,14,4,3,0,1,6,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-17,18189842779386057,https://www.threads.net/@arxiv.ai/post/18189842779386057,weekly_review_advice,weekly_review_advice,official_update,share,claim_evidence_map,"내가 claim을 어떤 실험, 표, 그림이 받치는지 설명 못하면, 그건 이해가 아니라 요약문 신뢰입니다.","내가 claim을 어떤 실험, 표, 그림이 받치는지 설명 못하면, 그건 이해가 아니라 요약문 신뢰입니다.",1,official_feed,https://arxiv.org/abs/2607.14104,48,100,evening,daily_1800_kst,openai/gpt-oss-120b,false,2026-07-17T19:53:19+09:00,694,1,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-18,18211969318341439,https://www.threads.net/@arxiv.ai/post/18211969318341439,research_checklist,,,,ablation_rebuttal,"ICML·NeurIPS·ICLR rebuttal 직전에 ablation 표만 훑으면, reviewer가 물을 “무엇을 통제했나?”가 비어 버립니다.","ICML·NeurIPS·ICLR rebuttal 직전에 ablation 표만 훑으면, reviewer가 물을 “무엇을 통제했나?”가 비어 버립니다.

나쁜 요청:
“이 표가 우리 방법의 효과를 증명하는지 봐줘.”

좋은 요청:
“한 번에 하나의 변수만 바뀐 행끼리 묶어줘.”
“각 비교가 검증하려는 가설을 한 문장으로 써줘.”
“reviewer가 ‘다른 조건도 바뀐 것 아닌가?’라고 물을 행을 표시해줘.”
“추가 확인이 필요한 seed·split·hyperparameter를 남겨줘.”

좋은 rebuttal 준비는 성능을 더 크게 말하는 일이 아니라
reviewer가 반박할 빈칸을 실험표에서 먼저 찾는 일입니다.",1,,https://neurips.cc/public/guides/PaperChecklist,,,,,,false,2026-07-18T19:51:00+09:00,5412,30,3,3,0,0,11,1,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-19,18093824213627574,https://www.threads.net/@arxiv.ai/post/18093824213627574,agent_role_split,agent_role_split,workflow_mode,save,citation_doubt,AI Agent가 정리해준 Related Work를 그대로 복사해서 쓰시나요?,"AI Agent가 정리해준 Related Work를 그대로 복사해서 쓰시나요?

나쁜 요청:
“이 논문들의 핵심 내용을 표로 요약해줘.”

좋은 요청:
“각 논문의 claim과 이를 뒷받침하는 핵심 실험 수치를 매핑한 matrix를 만들어줘.”
“내 claim을 반박할 수 있는 논문의 limitation을 찾아줘.”
“인용된 citation이 claim의 근거로 적절한지 검증 테이블을 작성해줘.”

AI Agent는 논문 요약기가 아니라, 연구의 신뢰도를 높이기 위한 검증 도구로 써야 합니다.",1,github_repo,https://github.com/SamuelSchmidgall/AgentLaboratory,69,100,evening,daily_1800_kst,google/gemma-4-26b-a4b-it:free,false,2026-07-19T19:38:12+09:00,1083,11,3,3,0,0,3,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-22,18086187797166609,https://www.threads.net/@arxiv.ai/post/18086187797166609,agent_role_split,agent_role_split,workflow_mode,save,literature_overload,"관련 연구(Related Work)를 쓸 때 논문 목록만 쭉 나열하고 계신가요? 내가 논문 간의 차이를 같은 비교 축으로 설명 못하면, 그건 literature review가 아니라 논문 목록 정리입니다.","관련 연구(Related Work)를 쓸 때 논문 목록만 쭉 나열하고 계신가요? 내가 논문 간의 차이를 같은 비교 축으로 설명 못하면, 그건 literature review가 아니라 논문 목록 정리입니다.

나쁜 요청:
“이 논문들 요약해서 비교해줘.”

좋은 요청:
“각 논문의 핵심 claim과 이를 뒷받침하는 evidence를 분리해줘.”
“논문들이 해결하려는 problem과 method를 축으로 matrix를 만들어줘.”
“기존 연구 대비 이 논문의 차별점이 나타나는 지점을 표로 정리해줘.”

논문 나열이 아니라 논문 사이의 관계를 보여줘야 진짜 연구가 시작됩니다.",1,github_repo,https://github.com/hongleizhang/RSPapers,62,100,evening,daily_1800_kst,google/gemma-4-26b-a4b-it:free,false,2026-07-22T20:14:19+09:00,7607,64,3,3,0,0,27,1,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-21,18190297207383696,https://www.threads.net/@arxiv.ai/post/18190297207383696,research_checklist,tiny_source_case,paper_to_workflow,save,premise constraint audit,"AI에게 논문 결론이 맞는지 검토시킬 때 “단계별로 생각해”만 붙이면, 이미 고른 답을 그럴듯하게 합리화할 수 있습니다.","AI에게 논문 결론이 맞는지 검토시킬 때 “단계별로 생각해”만 붙이면, 이미 고른 답을 그럴듯하게 합리화할 수 있습니다.

나쁜 요청:
“이 결론이 맞는지 단계별로 설명해줘.”

좋은 요청:
“문제에서 반드시 지켜야 할 전제를 먼저 뽑아줘.”
“결론 후보마다 위반하는 전제를 표시해줘.”
“결론을 보지 말고 전제만으로 가능한 답을 좁혀줘.”
“최종 답과 앞선 제약 검사를 대조해줘.”

긴 추론은 검증이 아닙니다.
결론보다 전제를 먼저 고정해야 합니다.",1,arxiv_paper,https://arxiv.org/abs/2607.16451,52,100,evening,manual_evening,,false,2026-07-21T18:12:32+09:00,1519,9,3,3,0,0,5,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-23,18450859492187318,https://www.threads.net/@arxiv.ai/post/18450859492187318,research_checklist,research_checklist,official_update,save,multi-turn research session drift,"AI와 논문 초안을 열 번 넘게 고치다 보면, 마지막 답변은 멀쩡한데 처음 합의한 연구 질문·비교 조건·근거 범위가 사라질 때가 있습니다.","AI와 논문 초안을 열 번 넘게 고치다 보면, 마지막 답변은 멀쩡한데 처음 합의한 연구 질문·비교 조건·근거 범위가 사라질 때가 있습니다.

내가 대화 중 어떤 전제와 결정이 바뀌었는지 설명 못하면, 그건 AI 협업이 아니라 기억 없는 이어쓰기입니다.

나쁜 요청:
“앞 대화 참고해서 초안 마저 써줘.”

좋은 요청:
“첫 요청의 연구 목표와 금지 조건을 세션 기준점으로 고정해줘.”
“매 답변 뒤 새로 추가·수정·폐기된 전제를 표에 기록해줘.”
“현재 초안이 앞선 결정과 충돌하는 지점을 표시해줘.”
“다음 답변은 승인된 전제만 사용하고 근거가 나온 턴을 붙여줘.”

긴 대화는 맥락이 쌓이는 게 아닙니다.
검증하지 않으면 오류가 쌓입니다.",1,official_feed,https://arxiv.org/abs/2607.19361,48,100,evening,manual_evening,gpt-5,false,2026-07-23T19:09:27+09:00,1717,14,3,3,0,0,2,1,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-28,18144239047542288,https://www.threads.net/@arxiv.ai/post/18144239047542288,agent_role_split,agent_role_split,workflow_mode,save,citation_doubt,AI가 생성한 citation 목록을 그대로 논문에 붙여 넣고 계신가요?,"AI가 생성한 citation 목록을 그대로 논문에 붙여 넣고 계신가요?

내가 citation이 특정 claim을 정확히 지지하는지 설명 못하면, 그건 검증이 아니라 참고문헌 장식입니다.

나쁜 요청:
""이 논문의 주요 주장들을 citation과 함께 정리해줘.""

좋은 요청:
""각 claim과 이를 뒷받침하는 evidence를 분리해줘.""
""citation의 원문 위치와 지지 범위를 표로 만들어줘.""
""claim과 citation 사이의 논리적 간극이 있는지 검증해줘.""

AI는 citation을 찾아주는 도구가 아니라,
내가 검증해야 할 대상을 식별해주는 도구입니다.",1,github_repo,https://github.com/aipoch/medical-research-skills,67,92,evening,daily_1800_kst,google/gemma-4-26b-a4b-it:free,false,2026-07-28T20:26:21+09:00,1195,6,3,3,0,0,1,0,,,0,"auto-recorded after publish | metrics skipped: 24h: 400 Client Error for url: https://graph.threads.net/v1.0/18144239047542288/insights?metric=views%2Clikes%2Creplies%2Creposts%2Cquotes&access_token=<redacted> Response body: {""error | metrics collected: 72h"
,18170227123451937,https://www.threads.net/@arxiv.ai/post/18170227123451937,manual,research_checklist,checklist,save,LLM evaluation reading,LLM 평가 논문에서 평균 점수만 보면 놓치는 게 있습니다.,"LLM 평가 논문에서 평균 점수만 보면 놓치는 게 있습니다.

평가자가 서로 독립적이면 다양한 판단을 얻지만 노이즈가 커질 수 있고,
평가자를 강하게 묶으면 안정적이지만 같은 방향으로 틀릴 수 있습니다.

좋은 평가는 높은 점수표가 아니라
bias와 reliability를 같이 읽는 표입니다.",1,arxiv_paper,https://arxiv.org/abs/2607.00304,88,90,evening,manual_evening,manual,false,2026-07-04T21:56:40+09:00,224,1,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-30,18087080363540493,https://www.threads.net/@arxiv.ai/post/18087080363540493,research_checklist,research_checklist,checklist,save,intra-paper claim verification,논문의 novelty를 검토할 때,"논문의 novelty를 검토할 때
related work부터 찾고 있나요?

내가 claim과 Methods 근거를
한 줄로 연결하지 못한다면,
그건 novelty 검토가 아니라
새로워 보이는 문장을 믿는 일입니다.

나쁜 요청:
“이 논문의 novelty를 평가해줘.”

좋은 요청:
“novelty claim을 문장별로 추출해줘.”
“각 claim의 Methods 근거를 연결해줘.”
“근거가 없는 claim을 표시해줘.”

좋은 reviewer는 새로움을 찾기 전에
논문 안의 약속과 구현부터 연결합니다.",1,official_feed,https://arxiv.org/abs/2607.26066,59,strict-pass,evening,manual_revision,codex,false,2026-07-30T23:44:36+09:00,5295,44,3,3,0,0,16,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-07-31,18150242941519535,https://www.threads.net/@arxiv.ai/post/18150242941519535,weekly_review_advice,weekly_review_advice,workflow_mode,save,citation_doubt,AI Agent가 작성한 리서치 리포트를 그대로 보고서로 제출하고 계신가요?,"AI Agent가 작성한 리서치 리포트를 그대로 보고서로 제출하고 계신가요?

내가 AI가 붙인 citation이 실제 claim을 지지하는지 설명 못하면, 그건 리서치가 아니라 점수 예측입니다.

나쁜 요청:
“이 주제에 대해 상세한 리서치 리포트를 작성해줘.”

좋은 요청:
“모든 claim마다 인용된 논문의 핵심 문장과 위치를 정리해줘.”
“제시된 evidence가 claim을 직접 지지하는지, 아니면 단순 관련성인지 구분해줘.”
“데이터 소스의 신뢰도를 기반으로 각 섹션의 근거 강도를 평가해줘.”

AI Agent는 연구를 대신 해주는 존재가 아니라, 검증할 대상을 빠르게 찾아주는 도구입니다.",1,github_repo,https://github.com/assafelovic/gpt-researcher,64,92,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-07-31T20:40:25+09:00,605,5,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-01,18019975235871473,https://www.threads.net/@arxiv.ai/post/18019975235871473,agent_role_split,agent_role_split,workflow_mode,save,literature_overload,새로운 논문을 읽을 때마다 관련 논문(Related Work)을 단순히 리스트로 나열하고 계신가요?,"새로운 논문을 읽을 때마다 관련 논문(Related Work)을 단순히 리스트로 나열하고 계신가요?

내가 논문 간의 방법론적 차이와 증거(evidence)를 하나의 축으로 설명 못하면, 그건 literature review가 아니라 논문 목록 정리입니다.

나쁜 요청:
“이 논문들과 관련 있는 기존 연구들을 표로 정리해줘.”

좋은 요청:
“기존 방법론의 핵심 메커니즘을 축으로 하여, 대상 논문들의 성능과 한계를 비교하는 matrix를 만들어줘.”
“각 논문이 해결하려는 problem setting을 동일한 기준(data, metric, architecture)으로 정렬해줘.”
“비교 대상 논문들이 공통적으로 사용하는 evaluation metric의 차이점을 명시해줘.”

비교는 나열이 아니라, 차이를 증명하는 과정입니다.",1,github_repo,https://github.com/dair-ai/ML-Papers-Explained,61,92,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-08-01T19:58:59+09:00,1627,19,3,3,0,0,5,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
